# emapper version: emapper-2.0.1 emapper DB: 2.0
# command: ./emapper.py  -i breviolum_proteins.faa -m diamond --data_dir . -o breviolum --cpu 8
# time: Tue Apr 15 15:47:42 2025
#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	taxonomic scope	eggNOG OGs	best eggNOG OG	COG Functional cat.	eggNOG free text desc.
symbB.v1.2.005953.t1	5270.UM04930P0	1.11e-44	161.0	Ustilaginomycotina	ZWF1	GO:0000166,GO:0000302,GO:0002262,GO:0002376,GO:0002520,GO:0003674,GO:0003824,GO:0004345,GO:0005488,GO:0005515,GO:0005536,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005975,GO:0005996,GO:0006066,GO:0006081,GO:0006091,GO:0006098,GO:0006139,GO:0006518,GO:0006575,GO:0006629,GO:0006694,GO:0006695,GO:0006725,GO:0006732,GO:0006733,GO:0006739,GO:0006740,GO:0006749,GO:0006753,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006979,GO:0007275,GO:0008150,GO:0008152,GO:0008202,GO:0008203,GO:0008610,GO:0009051,GO:0009058,GO:0009117,GO:0009636,GO:0009892,GO:0009898,GO:0009987,GO:0010035,GO:0010605,GO:0010732,GO:0010734,GO:0016020,GO:0016051,GO:0016125,GO:0016126,GO:0016491,GO:0016614,GO:0016616,GO:0019222,GO:0019321,GO:0019322,GO:0019362,GO:0019637,GO:0019682,GO:0019693,GO:0021700,GO:0030097,GO:0030099,GO:0030154,GO:0030218,GO:0030246,GO:0031323,GO:0031324,GO:0031399,GO:0031400,GO:0032268,GO:0032269,GO:0032501,GO:0032502,GO:0033554,GO:0034101,GO:0034599,GO:0034641,GO:0036094,GO:0042221,GO:0042493,GO:0042542,GO:0042592,GO:0042802,GO:0042803,GO:0043249,GO:0043603,GO:0044237,GO:0044238,GO:0044281,GO:0044283,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0046165,GO:0046364,GO:0046390,GO:0046483,GO:0046496,GO:0046677,GO:0046983,GO:0048029,GO:0048037,GO:0048468,GO:0048469,GO:0048513,GO:0048519,GO:0048523,GO:0048534,GO:0048731,GO:0048821,GO:0048856,GO:0048869,GO:0048872,GO:0050661,GO:0050662,GO:0050789,GO:0050794,GO:0050896,GO:0051156,GO:0051171,GO:0051172,GO:0051186,GO:0051246,GO:0051248,GO:0051716,GO:0055086,GO:0055114,GO:0060255,GO:0061515,GO:0065007,GO:0065008,GO:0070887,GO:0071695,GO:0071704,GO:0071944,GO:0072524,GO:0080090,GO:0090407,GO:0097159,GO:0098552,GO:0098562,GO:1901135,GO:1901137,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901576,GO:1901615,GO:1901617,GO:1901700,GO:1902652,GO:1902653	1.1.1.363,1.1.1.49	ko:K00036	ko00030,ko00480,ko01100,ko01110,ko01120,ko01130,ko01200,ko05230,map00030,map00480,map01100,map01110,map01120,map01130,map01200,map05230	M00004,M00006,M00008	R00835,R02736,R10907	RC00001,RC00066	ko00000,ko00001,ko00002,ko01000,ko04147				Fungi	38E2A@33154,3N2T0@452284,3NWH9@4751,3UYTU@5204,COG0364@1,KOG0563@2759	NA|NA|NA	G	Catalyzes the rate-limiting step of the oxidative pentose-phosphate pathway, which represents a route for the dissimilation of carbohydrates besides glycolysis
symbB.v1.2.005954.t1	264951.V5FNQ8	9.77e-28	126.0	Eurotiales	ZWF1	GO:0000166,GO:0000302,GO:0002262,GO:0002376,GO:0002520,GO:0003674,GO:0003824,GO:0004345,GO:0005488,GO:0005515,GO:0005536,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005975,GO:0005996,GO:0006066,GO:0006081,GO:0006091,GO:0006098,GO:0006139,GO:0006518,GO:0006575,GO:0006629,GO:0006694,GO:0006695,GO:0006725,GO:0006732,GO:0006733,GO:0006739,GO:0006740,GO:0006749,GO:0006753,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006979,GO:0007275,GO:0008150,GO:0008152,GO:0008202,GO:0008203,GO:0008610,GO:0009051,GO:0009058,GO:0009117,GO:0009636,GO:0009892,GO:0009898,GO:0009987,GO:0010035,GO:0010605,GO:0010732,GO:0010734,GO:0016020,GO:0016051,GO:0016125,GO:0016126,GO:0016491,GO:0016614,GO:0016616,GO:0019222,GO:0019321,GO:0019322,GO:0019362,GO:0019637,GO:0019682,GO:0019693,GO:0021700,GO:0030097,GO:0030099,GO:0030154,GO:0030218,GO:0030246,GO:0031323,GO:0031324,GO:0031399,GO:0031400,GO:0032268,GO:0032269,GO:0032501,GO:0032502,GO:0033554,GO:0034101,GO:0034599,GO:0034641,GO:0036094,GO:0042221,GO:0042493,GO:0042542,GO:0042592,GO:0042802,GO:0042803,GO:0043249,GO:0043603,GO:0044237,GO:0044238,GO:0044281,GO:0044283,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0046165,GO:0046364,GO:0046390,GO:0046483,GO:0046496,GO:0046677,GO:0046983,GO:0048029,GO:0048037,GO:0048468,GO:0048469,GO:0048513,GO:0048519,GO:0048523,GO:0048534,GO:0048731,GO:0048821,GO:0048856,GO:0048869,GO:0048872,GO:0050661,GO:0050662,GO:0050789,GO:0050794,GO:0050896,GO:0051156,GO:0051171,GO:0051172,GO:0051186,GO:0051246,GO:0051248,GO:0051716,GO:0055086,GO:0055114,GO:0060255,GO:0061515,GO:0065007,GO:0065008,GO:0070887,GO:0071695,GO:0071704,GO:0071944,GO:0072524,GO:0080090,GO:0090407,GO:0097159,GO:0098552,GO:0098562,GO:1901135,GO:1901137,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901576,GO:1901615,GO:1901617,GO:1901700,GO:1902652,GO:1902653	1.1.1.363,1.1.1.49	ko:K00036	ko00030,ko00480,ko01100,ko01110,ko01120,ko01130,ko01200,ko05230,map00030,map00480,map01100,map01110,map01120,map01130,map01200,map05230	M00004,M00006,M00008	R00835,R02736,R10907	RC00001,RC00066	ko00000,ko00001,ko00002,ko01000,ko04147				Fungi	20BSE@147545,38E2A@33154,3NWH9@4751,3QK14@4890,3S5Q3@5042,COG0364@1,KOG0563@2759	NA|NA|NA	G	Catalyzes the rate-limiting step of the oxidative pentose-phosphate pathway, which represents a route for the dissimilation of carbohydrates besides glycolysis
symbB.v1.2.005956.t1	3847.GLYMA15G23420.1	1.86e-20	106.0	fabids	ML5	GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0008150,GO:0010564,GO:0010638,GO:0033043,GO:0040008,GO:0040020,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0045787,GO:0045836,GO:0045927,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051128,GO:0051130,GO:0051445,GO:0051446,GO:0051726,GO:0051783,GO:0051785,GO:0065007,GO:0090068,GO:0097159,GO:1901363,GO:2000241,GO:2000243											Viridiplantae	37MKT@33090,3G8B5@35493,4JJQ8@91835,KOG4660@1,KOG4660@2759	NA|NA|NA	A	Mei2-like
symbB.v1.2.005960.t1	5808.XP_002142208.1	1.07e-79	252.0	Coccidia				ko:K11518	ko05014,map05014				ko00000,ko00001,ko02000,ko03029	3.A.8.1			Apicomplexa	3Y9ZH@5794,3YMII@5796,KOG3296@1,KOG3296@2759	NA|NA|NA	U	Eukaryotic porin
symbB.v1.2.005963.t1	5693.XP_802529.1	1.72e-10	66.6	Kinetoplastida													Eukaryota	28K9F@1,2QSQ2@2759,3XSYS@5653	NA|NA|NA	B	Cysteine-rich motif following a subset of SET domains
symbB.v1.2.005966.t1	55529.EKX50151	2.81e-31	111.0	Eukaryota	SNRPG	GO:0000245,GO:0000375,GO:0000377,GO:0000387,GO:0000398,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005681,GO:0005682,GO:0005683,GO:0005684,GO:0005685,GO:0005686,GO:0005687,GO:0005689,GO:0005737,GO:0005829,GO:0006139,GO:0006351,GO:0006353,GO:0006366,GO:0006369,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0006810,GO:0006913,GO:0008150,GO:0008152,GO:0008334,GO:0008380,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016043,GO:0016070,GO:0016071,GO:0018130,GO:0019438,GO:0022607,GO:0022613,GO:0022618,GO:0030532,GO:0031974,GO:0031981,GO:0032774,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0034654,GO:0034708,GO:0034709,GO:0034719,GO:0035770,GO:0036464,GO:0043021,GO:0043170,GO:0043186,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0044877,GO:0045495,GO:0046483,GO:0046907,GO:0051169,GO:0051170,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0060293,GO:0065003,GO:0070013,GO:0070990,GO:0071004,GO:0071010,GO:0071011,GO:0071013,GO:0071704,GO:0071826,GO:0071840,GO:0090304,GO:0097159,GO:0097525,GO:0097526,GO:0097659,GO:0120114,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902494,GO:1990234,GO:1990446,GO:1990904		ko:K11099	ko03040,map03040	M00351,M00352,M00354,M00355,M00398			ko00000,ko00001,ko00002,ko03032,ko03041				Eukaryota	KOG1780@1,KOG1780@2759	NA|NA|NA	J	spliceosomal snRNP assembly
symbB.v1.2.005967.t1	55529.EKX50151	2.81e-31	111.0	Eukaryota	SNRPG	GO:0000245,GO:0000375,GO:0000377,GO:0000387,GO:0000398,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005681,GO:0005682,GO:0005683,GO:0005684,GO:0005685,GO:0005686,GO:0005687,GO:0005689,GO:0005737,GO:0005829,GO:0006139,GO:0006351,GO:0006353,GO:0006366,GO:0006369,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0006810,GO:0006913,GO:0008150,GO:0008152,GO:0008334,GO:0008380,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016043,GO:0016070,GO:0016071,GO:0018130,GO:0019438,GO:0022607,GO:0022613,GO:0022618,GO:0030532,GO:0031974,GO:0031981,GO:0032774,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0034654,GO:0034708,GO:0034709,GO:0034719,GO:0035770,GO:0036464,GO:0043021,GO:0043170,GO:0043186,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0044877,GO:0045495,GO:0046483,GO:0046907,GO:0051169,GO:0051170,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0060293,GO:0065003,GO:0070013,GO:0070990,GO:0071004,GO:0071010,GO:0071011,GO:0071013,GO:0071704,GO:0071826,GO:0071840,GO:0090304,GO:0097159,GO:0097525,GO:0097526,GO:0097659,GO:0120114,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902494,GO:1990234,GO:1990446,GO:1990904		ko:K11099	ko03040,map03040	M00351,M00352,M00354,M00355,M00398			ko00000,ko00001,ko00002,ko03032,ko03041				Eukaryota	KOG1780@1,KOG1780@2759	NA|NA|NA	J	spliceosomal snRNP assembly
symbB.v1.2.005968.t1	227086.JGI_V11_51616	1.37e-81	266.0	Eukaryota			1.1.1.300	ko:K11153	ko00830,ko01100,map00830,map01100		R08379,R08383	RC00649	ko00000,ko00001,ko01000				Eukaryota	COG1028@1,KOG1208@2759	NA|NA|NA	IQ	oxidation-reduction process
symbB.v1.2.005969.t1	29176.XP_003881937.1	8.09e-22	99.0	Sarcocystidae													Apicomplexa	3YC2Q@5794,3YK65@5796,3YRDQ@5809,COG4642@1,KOG0231@2759	NA|NA|NA	S	Possible plasma membrane-binding motif in junctophilins, PIP-5-kinases and protein kinases.
symbB.v1.2.005970.t1	51511.ENSCSAVP00000017932	3.45e-18	90.5	Chordata	AK9	GO:0003674,GO:0003824,GO:0004550,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005654,GO:0005737,GO:0005829,GO:0006091,GO:0006139,GO:0006163,GO:0006164,GO:0006165,GO:0006174,GO:0006186,GO:0006725,GO:0006753,GO:0006754,GO:0006756,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009151,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009167,GO:0009168,GO:0009179,GO:0009182,GO:0009185,GO:0009186,GO:0009199,GO:0009200,GO:0009201,GO:0009202,GO:0009205,GO:0009206,GO:0009215,GO:0009216,GO:0009259,GO:0009260,GO:0009262,GO:0009394,GO:0009987,GO:0012505,GO:0015949,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016776,GO:0017144,GO:0018130,GO:0019205,GO:0019206,GO:0019438,GO:0019637,GO:0019692,GO:0019693,GO:0031090,GO:0031965,GO:0031967,GO:0031974,GO:0031975,GO:0031981,GO:0034641,GO:0034654,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0046031,GO:0046033,GO:0046034,GO:0046056,GO:0046066,GO:0046390,GO:0046483,GO:0046939,GO:0046940,GO:0050145,GO:0055086,GO:0061508,GO:0061565,GO:0061566,GO:0061567,GO:0061568,GO:0061569,GO:0061570,GO:0061571,GO:0070013,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.7.4.3,2.7.4.6	ko:K18533	ko00230,ko00240,ko01100,ko01110,ko01130,map00230,map00240,map01100,map01110,map01130	M00049,M00052,M00053	R00124,R00127,R00156,R00330,R00570,R00722,R01137,R01547,R01857,R02093,R02326,R02331,R03530	RC00002	ko00000,ko00001,ko00002,ko01000				Metazoa	38H4Z@33154,3B9IF@33208,3CW0X@33213,47Z48@7711,COG0563@1,KOG3079@2759	NA|NA|NA	F	Adenylate kinase
symbB.v1.2.005972.t1	5888.CAK93755	2.5e-38	166.0	Ciliophora	AK9	GO:0003674,GO:0003824,GO:0004550,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005654,GO:0005737,GO:0005829,GO:0006091,GO:0006139,GO:0006163,GO:0006164,GO:0006165,GO:0006174,GO:0006186,GO:0006725,GO:0006753,GO:0006754,GO:0006756,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009151,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009167,GO:0009168,GO:0009179,GO:0009182,GO:0009185,GO:0009186,GO:0009199,GO:0009200,GO:0009201,GO:0009202,GO:0009205,GO:0009206,GO:0009215,GO:0009216,GO:0009259,GO:0009260,GO:0009262,GO:0009394,GO:0009987,GO:0012505,GO:0015949,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016776,GO:0017144,GO:0018130,GO:0019205,GO:0019206,GO:0019438,GO:0019637,GO:0019692,GO:0019693,GO:0031090,GO:0031965,GO:0031967,GO:0031974,GO:0031975,GO:0031981,GO:0034641,GO:0034654,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0046031,GO:0046033,GO:0046034,GO:0046056,GO:0046066,GO:0046390,GO:0046483,GO:0046939,GO:0046940,GO:0050145,GO:0055086,GO:0061508,GO:0061565,GO:0061566,GO:0061567,GO:0061568,GO:0061569,GO:0061570,GO:0061571,GO:0070013,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.7.4.3,2.7.4.6	ko:K00939,ko:K18533,ko:K19788	ko00230,ko00240,ko00730,ko01100,ko01110,ko01130,map00230,map00240,map00730,map01100,map01110,map01130	M00049,M00052,M00053	R00124,R00127,R00156,R00330,R00570,R00722,R01137,R01547,R01857,R02093,R02326,R02331,R03530,R11319	RC00002	ko00000,ko00001,ko00002,ko01000,ko03036,ko04147				Eukaryota	3ZATI@5878,COG0563@1,KOG3078@2759	NA|NA|NA	F	Adenylate kinase
symbB.v1.2.005972.t2	5888.CAK93755	2.74e-38	166.0	Ciliophora	AK9	GO:0003674,GO:0003824,GO:0004550,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005654,GO:0005737,GO:0005829,GO:0006091,GO:0006139,GO:0006163,GO:0006164,GO:0006165,GO:0006174,GO:0006186,GO:0006725,GO:0006753,GO:0006754,GO:0006756,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009151,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009167,GO:0009168,GO:0009179,GO:0009182,GO:0009185,GO:0009186,GO:0009199,GO:0009200,GO:0009201,GO:0009202,GO:0009205,GO:0009206,GO:0009215,GO:0009216,GO:0009259,GO:0009260,GO:0009262,GO:0009394,GO:0009987,GO:0012505,GO:0015949,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016776,GO:0017144,GO:0018130,GO:0019205,GO:0019206,GO:0019438,GO:0019637,GO:0019692,GO:0019693,GO:0031090,GO:0031965,GO:0031967,GO:0031974,GO:0031975,GO:0031981,GO:0034641,GO:0034654,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0046031,GO:0046033,GO:0046034,GO:0046056,GO:0046066,GO:0046390,GO:0046483,GO:0046939,GO:0046940,GO:0050145,GO:0055086,GO:0061508,GO:0061565,GO:0061566,GO:0061567,GO:0061568,GO:0061569,GO:0061570,GO:0061571,GO:0070013,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.7.4.3,2.7.4.6	ko:K00939,ko:K18533,ko:K19788	ko00230,ko00240,ko00730,ko01100,ko01110,ko01130,map00230,map00240,map00730,map01100,map01110,map01130	M00049,M00052,M00053	R00124,R00127,R00156,R00330,R00570,R00722,R01137,R01547,R01857,R02093,R02326,R02331,R03530,R11319	RC00002	ko00000,ko00001,ko00002,ko01000,ko03036,ko04147				Eukaryota	3ZATI@5878,COG0563@1,KOG3078@2759	NA|NA|NA	F	Adenylate kinase
symbB.v1.2.005977.t1	2903.EOD11834	2.18e-67	244.0	Eukaryota													Eukaryota	2EMB7@1,2SR0Y@2759	NA|NA|NA		
symbB.v1.2.005980.t1	2903.EOD32467	2.86e-47	163.0	Eukaryota													Eukaryota	2CPJ9@1,2R1VP@2759	NA|NA|NA	S	Protein of unknown function (DUF3119)
symbB.v1.2.005984.t1	1122603.ATVI01000009_gene2488	3.75e-11	73.2	Xanthomonadales	putP			ko:K03307,ko:K14387	ko04725,ko05231,map04725,map05231				ko00000,ko00001,ko02000	2.A.21,2.A.21.8			Bacteria	1QUXM@1224,1T3ZW@1236,1XDEI@135614,COG0591@1,COG0591@2	NA|NA|NA	E	Sodium:solute symporter family
symbB.v1.2.005986.t1	296587.XP_002508544.1	1.46e-14	85.5	Chlorophyta				ko:K18635					ko00000,ko04812				Viridiplantae	2CZE7@1,2S9YC@2759,34IJ2@3041,37XDA@33090	NA|NA|NA		
symbB.v1.2.005987.t1	357808.RoseRS_3828	1.22e-35	144.0	Chloroflexia			2.7.7.12	ko:K00965	ko00052,ko00520,ko01100,ko04917,map00052,map00520,map01100,map04917	M00362,M00554,M00632	R00955	RC00002	ko00000,ko00001,ko00002,ko01000				Bacteria	2G6K5@200795,376AM@32061,COG1085@1,COG1085@2	NA|NA|NA	H	TIGRFAM galactose-1-phosphate uridylyltransferase
symbB.v1.2.005988.t1	2903.EOD26204	5.78e-61	218.0	Eukaryota													Eukaryota	COG0656@1,KOG1577@2759	NA|NA|NA	J	oxidoreductase activity
symbB.v1.2.005989.t1	936053.I1BYI1	3.83e-37	147.0	Fungi incertae sedis													Fungi	1GVU9@112252,3AM61@33154,3Q3PG@4751,KOG4436@1,KOG4436@2759	NA|NA|NA	S	Domain in Tre-2, BUB2p, and Cdc16p. Probable Rab-GAPs.
symbB.v1.2.005990.t2	159749.K0RN92	1.83e-23	117.0	Bacillariophyta	CMPK2	GO:0002237,GO:0003674,GO:0003824,GO:0004127,GO:0004550,GO:0004798,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006139,GO:0006165,GO:0006220,GO:0006221,GO:0006227,GO:0006233,GO:0006235,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009041,GO:0009058,GO:0009117,GO:0009123,GO:0009132,GO:0009133,GO:0009138,GO:0009139,GO:0009141,GO:0009142,GO:0009147,GO:0009148,GO:0009165,GO:0009186,GO:0009189,GO:0009196,GO:0009197,GO:0009200,GO:0009202,GO:0009211,GO:0009212,GO:0009219,GO:0009221,GO:0009262,GO:0009263,GO:0009265,GO:0009394,GO:0009605,GO:0009607,GO:0009617,GO:0009987,GO:0010033,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016776,GO:0018130,GO:0019205,GO:0019438,GO:0019637,GO:0019692,GO:0032496,GO:0033862,GO:0033993,GO:0034641,GO:0034654,GO:0042221,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046072,GO:0046075,GO:0046077,GO:0046385,GO:0046483,GO:0046939,GO:0046940,GO:0050145,GO:0050896,GO:0051704,GO:0051707,GO:0051716,GO:0055086,GO:0070887,GO:0071216,GO:0071219,GO:0071222,GO:0071310,GO:0071396,GO:0071704,GO:0072527,GO:0072528,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901700,GO:1901701	2.7.4.14	ko:K13809	ko00240,ko01100,map00240,map01100	M00052	R00158,R00512,R01665	RC00002	ko00000,ko00001,ko00002,ko01000				Eukaryota	2XDRK@2836,COG0125@1,KOG3327@2759	NA|NA|NA	F	dTDP metabolic process
symbB.v1.2.005990.t3	159749.K0RN92	1.78e-23	117.0	Bacillariophyta	CMPK2	GO:0002237,GO:0003674,GO:0003824,GO:0004127,GO:0004550,GO:0004798,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006139,GO:0006165,GO:0006220,GO:0006221,GO:0006227,GO:0006233,GO:0006235,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009041,GO:0009058,GO:0009117,GO:0009123,GO:0009132,GO:0009133,GO:0009138,GO:0009139,GO:0009141,GO:0009142,GO:0009147,GO:0009148,GO:0009165,GO:0009186,GO:0009189,GO:0009196,GO:0009197,GO:0009200,GO:0009202,GO:0009211,GO:0009212,GO:0009219,GO:0009221,GO:0009262,GO:0009263,GO:0009265,GO:0009394,GO:0009605,GO:0009607,GO:0009617,GO:0009987,GO:0010033,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016776,GO:0018130,GO:0019205,GO:0019438,GO:0019637,GO:0019692,GO:0032496,GO:0033862,GO:0033993,GO:0034641,GO:0034654,GO:0042221,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046072,GO:0046075,GO:0046077,GO:0046385,GO:0046483,GO:0046939,GO:0046940,GO:0050145,GO:0050896,GO:0051704,GO:0051707,GO:0051716,GO:0055086,GO:0070887,GO:0071216,GO:0071219,GO:0071222,GO:0071310,GO:0071396,GO:0071704,GO:0072527,GO:0072528,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901700,GO:1901701	2.7.4.14	ko:K13809	ko00240,ko01100,map00240,map01100	M00052	R00158,R00512,R01665	RC00002	ko00000,ko00001,ko00002,ko01000				Eukaryota	2XDRK@2836,COG0125@1,KOG3327@2759	NA|NA|NA	F	dTDP metabolic process
